today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time
2021-08-29,C68A,Cessna 680A Citation Latitude,DNA,0,0,0,1,ADS,2021-08-29 22:24:00
2021-08-29,A321,Airbus A321-231,BIKF,1,KTW,2021-08-30 20:43:47,0,0,0
2021-08-29,A21N,Airbus A321-251N,BIKF,1,BER,2021-08-29 23:55:00,0,0,0
2021-08-29,B753,Boeing 757-3E7,BIKF,1,CDG,2021-08-29 23:55:00,0,0,0
2021-08-29,B752,Boeing 757-256,BIKF,1,CPH,2021-08-29 23:50:00,0,0,0
2021-08-29,B752,Boeing 757-208,BIKF,1,AMS,2021-08-29 23:40:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,LHR,2021-08-29 23:40:00,0,0,0
2021-08-29,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-29 23:30:00,0,0,0
2021-08-29,A321,Airbus A321-231,BIKF,1,WAW,2021-08-29 23:25:00,0,0,0
2021-08-29,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-29 22:55:00,0,0,0
2021-08-29,A319,Airbus A319-132,BIKF,1,DUS,2021-08-29 22:35:00,0,0,0
2021-08-29,A320,Airbus A320-232,BIKF,1,RIX,2021-08-29 20:10:00,0,0,0
2021-08-29,B763,Boeing 767-319(ER),BIKF,1,MUC,2021-08-29 16:00:00,0,0,0
2021-08-29,B752,Boeing 757-208,BIKF,1,ZRH,2021-08-29 15:55:00,0,0,0
2021-08-29,B752,Boeing 757-208,BIKF,1,BER,2021-08-29 15:50:00,0,0,0
2021-08-29,B752,Boeing 757-256,BIKF,1,CDG,2021-08-29 15:40:00,0,0,0
2021-08-29,B763,Boeing 767-319(ER),BIKF,1,FRA,2021-08-29 15:40:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,CPH,2021-08-29 15:40:00,0,0,0
2021-08-29,A20N,Airbus A320-251N,BIKF,1,OSL,2021-08-29 15:35:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,HAM,2021-08-29 15:25:00,0,0,0
2021-08-29,B753,Boeing 757-308,BIKF,1,AMS,2021-08-29 15:25:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,CPH,2021-08-29 15:25:00,0,0,0
2021-08-29,B763,Boeing 767-319(ER),BIKF,1,LHR,2021-08-29 15:20:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,BRU,2021-08-29 15:15:00,0,0,0
2021-08-29,B753,Boeing 757-3E7,BIKF,1,ARN,2021-08-29 15:10:00,0,0,0
2021-08-29,A320,Airbus A320-214,BIKF,1,EDI,2021-08-29 14:45:00,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,OSL,2021-08-29 14:45:00,0,0,0
2021-08-29,BCS3,Airbus A220-300,BIKF,1,RIX,2021-08-29 14:25:00,0,0,0
2021-08-29,A21N,Airbus A321-251N,BIKF,1,CDG,2021-08-29 14:05:00,0,0,0
2021-08-29,B39M,Boeing 737 MAX 9,BIKF,1,DUB,2021-08-29 14:00:00,0,0,0
2021-08-29,A21N,Airbus A321-251N,BIKF,1,STN,2021-08-29 13:50:00,0,0,0
2021-08-29,A20N,Airbus A320-251N,BIKF,1,CPH,2021-08-29 09:15:00,0,0,0
2021-08-29,B738,Boeing 737-8JP,BIKF,1,OSL,2021-08-29 09:15:00,0,0,0
2021-08-29,A320,Airbus A320-214,BIKF,1,LTN,2021-08-29 08:55:00,0,0,0
2021-08-29,A319,Airbus A319-111,BIKF,1,MAN,2021-08-29 08:35:00,0,0,0
2021-08-29,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-30 22:33:00,0,0,0
2021-08-29,B752,Boeing 757-256,BIKF,1,BLL,2021-08-30 23:04:32,0,0,0
2021-08-29,B38M,Boeing 737 MAX 8,BIKF,1,MXP,2021-08-30 23:02:24,0,0,0
2021-08-29,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-30 23:19:28,0,0,0
2021-08-29,32N,,BIKF,0,0,0,1,FCO,2021-08-30 20:25:00
2021-08-29,32Q,,BIKF,0,0,0,1,CPH,2021-08-30 15:05:00
2021-08-29,32Q,,BIKF,0,0,0,1,BCN,2021-08-30 15:00:00
2021-08-29,32Q,,BIKF,0,0,0,1,STN,2021-08-30 06:37:00
2021-08-29,A21N,Airbus A321-251N,BIKF,0,0,0,1,BER,2021-08-30 06:04:00
2021-08-29,32Q,,BIKF,0,0,0,1,CDG,2021-08-30 05:58:00
