today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time
2021-08-15,B763,Boeing 767-324(ER),PGUA,1,DNA,2021-08-15 11:24:36,0,0,0
2021-08-15,B763,Boeing 767-324(ER),PGUA,0,0,0,1,FAI,2021-08-15 14:10:00
2021-08-15,B763,Boeing 767-375(ER),PGUA,0,0,0,1,HNL,2021-08-15 12:40:00
2021-08-15,B744,Boeing 747-47U(F),PGUA,0,0,0,1,ICN,2021-08-15 10:50:00
2021-08-15,A21N,Airbus A321-271NX,BIKF,1,FCO,2021-08-16 20:48:00,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,BER,2021-08-15 23:55:00,0,0,0
2021-08-15,B752,Boeing 757-256,BIKF,1,CDG,2021-08-15 23:55:00,0,0,0
2021-08-15,B753,Boeing 757-3E7,BIKF,1,CPH,2021-08-15 23:50:00,0,0,0
2021-08-15,B752,Boeing 757-256,BIKF,1,AMS,2021-08-15 23:40:00,0,0,0
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,1,LHR,2021-08-15 23:40:00,0,0,0
2021-08-15,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-15 23:30:00,0,0,0
2021-08-15,A21N,Airbus A321-271NX,BIKF,1,WAW,2021-08-15 23:25:00,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-15 22:55:00,0,0,0
2021-08-15,A319,Airbus A319-132,BIKF,1,DUS,2021-08-15 22:35:00,0,0,0
2021-08-15,A320,Airbus A320-232,BIKF,1,RIX,2021-08-15 20:10:00,0,0,0
2021-08-15,B753,Boeing 757-3E7,BIKF,1,MUC,2021-08-15 16:00:00,0,0,0
2021-08-15,B752,Boeing 757-208,BIKF,1,ZRH,2021-08-15 15:55:00,0,0,0
2021-08-15,B752,Boeing 757-208,BIKF,1,BER,2021-08-15 15:50:00,0,0,0
2021-08-15,B752,Boeing 757-256,BIKF,1,CDG,2021-08-15 15:40:00,0,0,0
2021-08-15,B763,Boeing 767-319(ER),BIKF,1,FRA,2021-08-15 15:40:00,0,0,0
2021-08-15,B39M,Boeing 737 MAX 9,BIKF,1,CPH,2021-08-15 15:40:00,0,0,0
2021-08-15,A20N,Airbus A320-251N,BIKF,1,OSL,2021-08-15 15:35:00,0,0,0
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,1,HAM,2021-08-15 15:25:00,0,0,0
2021-08-15,B752,Boeing 757-23N,BIKF,1,AMS,2021-08-15 15:25:00,0,0,0
2021-08-15,B752,Boeing 757-208,BIKF,1,CPH,2021-08-15 15:25:00,0,0,0
2021-08-15,B763,Boeing 767-319(ER),BIKF,1,LHR,2021-08-15 15:20:00,0,0,0
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,1,BRU,2021-08-15 15:15:00,0,0,0
2021-08-15,B763,Boeing 767-319(ER),BIKF,1,ARN,2021-08-15 15:10:00,0,0,0
2021-08-15,A20N,Airbus A320-251N,BIKF,1,EDI,2021-08-15 14:45:00,0,0,0
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,1,OSL,2021-08-15 14:45:00,0,0,0
2021-08-15,BCS3,Airbus A220-300,BIKF,1,RIX,2021-08-15 14:25:00,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,CDG,2021-08-15 14:05:00,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,STN,2021-08-15 13:50:00,0,0,0
2021-08-15,320,,BIKF,1,ZRH,2021-08-15 11:25:00,0,0,0
2021-08-15,A20N,Airbus A320-251N,BIKF,1,CPH,2021-08-15 09:15:00,0,0,0
2021-08-15,B738,Boeing 737-8JP,BIKF,1,OSL,2021-08-15 09:15:00,0,0,0
2021-08-15,A20N,Airbus A320-251N,BIKF,1,LTN,2021-08-15 08:55:00,0,0,0
2021-08-15,A319,Airbus A319-111,BIKF,1,MAN,2021-08-15 08:35:00,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-16 22:19:44,0,0,0
2021-08-15,B752,Boeing 757-23N,BIKF,1,MXP,2021-08-16 23:15:12,0,0,0
2021-08-15,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-16 23:28:00,0,0,0
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,1,LHR,2021-08-16 22:56:00,0,0,0
2021-08-15,B752,Boeing 757-208,BIKF,1,CDG,2021-08-16 23:30:08,0,0,0
2021-08-15,A21N,Airbus A321-251N,BIKF,1,BER,2021-08-16 23:25:52,0,0,0
2021-08-15,32Q,,BIKF,0,0,0,1,FCO,2021-08-16 21:21:00
2021-08-15,32Q,,BIKF,0,0,0,1,CPH,2021-08-16 15:08:00
2021-08-15,32Q,,BIKF,0,0,0,1,BCN,2021-08-16 15:11:00
2021-08-15,A21N,Airbus A321-251N,BIKF,0,0,0,1,BER,2021-08-16 15:24:00
2021-08-15,32Q,,BIKF,0,0,0,1,STN,2021-08-16 06:14:00
2021-08-15,32Q,,BIKF,0,0,0,1,CDG,2021-08-16 05:54:00
2021-08-15,A320,Airbus A320-232,BIKF,0,0,0,1,RIX,2021-08-15 20:50:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,SEA,2021-08-15 17:50:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,BOS,2021-08-15 17:15:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,SEA,2021-08-15 17:05:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,YYZ,2021-08-15 17:05:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,EWR,2021-08-15 17:00:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,JFK,2021-08-15 17:00:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,DEN,2021-08-15 16:55:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,IAD,2021-08-15 16:50:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,ORD,2021-08-15 16:45:00
2021-08-15,B39M,Boeing 737 MAX 9,BIKF,0,0,0,1,MSP,2021-08-15 16:45:00
2021-08-15,A20N,Airbus A320-251N,BIKF,0,0,0,1,OSL,2021-08-15 16:15:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,LHR,2021-08-15 16:10:00
2021-08-15,B753,Boeing 757-3E7,BIKF,0,0,0,1,CPH,2021-08-15 16:10:00
2021-08-15,B752,Boeing 757-256,BIKF,0,0,0,1,CDG,2021-08-15 16:00:00
2021-08-15,B752,Boeing 757-256,BIKF,0,0,0,1,AMS,2021-08-15 16:00:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,FRA,2021-08-15 15:55:00
2021-08-15,A20N,Airbus A320-251N,BIKF,0,0,0,1,EDI,2021-08-15 15:25:00
2021-08-15,32Q,,BIKF,0,0,0,1,CPH,2021-08-15 15:48:00
2021-08-15,A21N,Airbus A321-251N,BIKF,0,0,0,1,BER,2021-08-15 15:17:00
2021-08-15,BCS3,Airbus A220-300,BIKF,0,0,0,1,RIX,2021-08-15 15:10:00
2021-08-15,B752,Boeing 757-224,BIKF,0,0,0,1,EWR,2021-08-15 11:20:00
2021-08-15,B763,Boeing 767-332(ER),BIKF,0,0,0,1,JFK,2021-08-15 11:15:00
2021-08-15,B752,Boeing 757-224,BIKF,0,0,0,1,ORD,2021-08-15 10:30:00
2021-08-15,B752,Boeing 757-26D,BIKF,0,0,0,1,BOS,2021-08-15 10:05:00
2021-08-15,B738,Boeing 737-8JP,BIKF,0,0,0,1,OSL,2021-08-15 10:00:00
2021-08-15,A20N,Airbus A320-251N,BIKF,0,0,0,1,CPH,2021-08-15 09:55:00
2021-08-15,A20N,Airbus A320-251N,BIKF,0,0,0,1,LTN,2021-08-15 09:35:00
2021-08-15,B752,Boeing 757-26D,BIKF,0,0,0,1,MSP,2021-08-15 09:30:00
2021-08-15,A319,Airbus A319-111,BIKF,0,0,0,1,MAN,2021-08-15 09:15:00
2021-08-15,A319,Airbus A319-132,BIKF,0,0,0,1,HAM,2021-08-15 08:40:00
2021-08-15,320,,BIKF,0,0,0,1,KTW,2021-08-16 20:45:00
2021-08-15,A320,Airbus A320-214,BIKF,0,0,0,1,PRG,2021-08-17 01:30:00
2021-08-15,B752,Boeing 757-26D,BIKF,0,0,0,1,MSP,2021-08-17 09:40:00
2021-08-15,B752,Boeing 757-26D,BIKF,0,0,0,1,BOS,2021-08-17 10:15:00
2021-08-15,B752,Boeing 757-224,BIKF,0,0,0,1,ORD,2021-08-17 10:49:00
2021-08-15,B763,Boeing 767-332(ER),BIKF,0,0,0,1,JFK,2021-08-17 11:25:00
2021-08-15,B752,Boeing 757-224,BIKF,0,0,0,1,EWR,2021-08-17 11:39:00
2021-08-15,B39M,Boeing 737 MAX 9,BIKF,0,0,0,1,ORD,2021-08-17 16:55:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,IAD,2021-08-17 17:00:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,PDX,2021-08-17 17:00:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,DEN,2021-08-17 17:05:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,EWR,2021-08-17 17:10:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,JFK,2021-08-17 17:10:00
2021-08-15,B752,Boeing 757-208,BIKF,0,0,0,1,SEA,2021-08-17 17:15:00
2021-08-15,B763,Boeing 767-319(ER),BIKF,0,0,0,1,BOS,2021-08-17 17:25:00
2021-08-15,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,SEA,2021-08-17 18:00:00
2021-08-15,B738,Boeing 737-82R,KUV,0,0,0,1,CJU,2021-08-15 09:00:00
2021-08-15,738,,KUV,0,0,0,1,CJU,2021-08-17 01:10:00
2021-08-15,737,,KUV,0,0,0,1,CJU,2021-08-17 02:10:00
2021-08-15,738,,KUV,0,0,0,1,CJU,2021-08-17 08:00:00
2021-08-15,737,,FRU,1,DME,2021-08-15 23:45:00,0,0,0
2021-08-15,320,,FRU,1,KWI,2021-08-15 23:20:00,0,0,0
2021-08-15,A321,Airbus A321-211,FRU,1,SVO,2021-08-15 22:50:00,0,0,0
2021-08-15,B738,Boeing 737-8KN,FRU,1,DXB,2021-08-15 22:40:00,0,0,0
2021-08-15,A321,Airbus A321-211,FRU,1,DME,2021-08-15 21:45:00,0,0,0
2021-08-15,321,,FRU,1,DME,2021-08-15 21:45:00,0,0,0
2021-08-15,A20N,Airbus A320-251N,FRU,1,AYT,2021-08-15 21:00:00,0,0,0
2021-08-15,74F,,FRU,1,ISL,2021-08-15 20:05:00,0,0,0
2021-08-15,A21N,Airbus A321-271NX,FRU,1,IST,2021-08-15 19:55:00,0,0,0
2021-08-15,737,,FRU,1,DYU,2021-08-15 17:55:00,0,0,0
2021-08-15,RJ85,Avro RJ85,FRU,1,OSS,2021-08-15 16:20:00,0,0,0
2021-08-15,74F,,FRU,1,ISL,2021-08-15 16:00:00,0,0,0
2021-08-15,B733,Boeing 737-3L9,FRU,1,OSS,2021-08-15 13:20:00,0,0,0
2021-08-15,7M8,,FRU,1,LED,2021-08-15 13:15:00,0,0,0
2021-08-15,RJ85,Avro RJ85,FRU,1,OSS,2021-08-15 13:00:00,0,0,0
2021-08-15,A321,Airbus A321-231,FRU,1,ALA,2021-08-15 12:55:00,0,0,0
2021-08-15,MD83,McDonnell Douglas MD-83,FRU,1,OSS,2021-08-15 12:05:00,0,0,0
2021-08-15,320,,FRU,1,ISB,2021-08-15 12:00:00,0,0,0
2021-08-15,A321,Airbus A321-231,FRU,1,REN,2021-08-15 12:00:00,0,0,0
2021-08-15,A320,Airbus A320-231,FRU,1,DME,2021-08-15 11:55:00,0,0,0
2021-08-15,B738,Boeing 737-8GJ,FRU,1,OVB,2021-08-15 11:30:00,0,0,0
2021-08-15,A320,Airbus A320-214,FRU,1,SHJ,2021-08-15 10:25:00,0,0,0
2021-08-15,33F,,FRU,1,IST,2021-08-15 09:20:00,0,0,0
2021-08-15,33F,,FRU,1,IST,2021-08-15 09:20:00,0,0,0
2021-08-15,B77W,Boeing 777-3M0(ER),FRU,1,SVO,2021-08-15 09:15:00,0,0,0
2021-08-15,A21N,Airbus A321-271NX,FRU,1,IST,2021-08-16 21:00:48,0,0,0
2021-08-15,A320,Airbus A320-214,FRU,1,PEE,2021-08-16 22:24:00,0,0,0
2021-08-15,B738,Boeing 737-82R,FRU,1,SAW,2021-08-16 23:00:16,0,0,0
2021-08-15,A320,Airbus A320-214,FRU,1,SVX,2021-08-16 22:45:20,0,0,0
2021-08-15,B77W,Boeing 777-3M0(ER),FRU,1,SVO,2021-08-16 22:21:52,0,0,0
2021-08-15,B738,Boeing 737-82R,FRU,1,TJM,2021-08-16 22:38:56,0,0,0
2021-08-15,B738,Boeing 737-8ZS,FRU,1,GOJ,2021-08-16 22:19:44,0,0,0
2021-08-15,B738,Boeing 737-8KN,FRU,1,KUF,2021-08-16 22:47:28,0,0,0
2021-08-15,A320,Airbus A320-214,FRU,1,ZIA,2021-08-16 23:51:28,0,0,0
2021-08-15,B738,Boeing 737-8KN,FRU,0,0,0,1,DXB,2021-08-15 23:50:00
2021-08-15,B738,Boeing 737-82R,FRU,0,0,0,1,SAW,2021-08-15 23:30:00
2021-08-15,A321,Airbus A321-211,FRU,0,0,0,1,DME,2021-08-15 23:00:00
2021-08-15,A20N,Airbus A320-251N,FRU,0,0,0,1,AYT,2021-08-15 22:20:00
2021-08-15,74F,,FRU,0,0,0,1,ISL,2021-08-15 22:05:00
2021-08-15,A21N,Airbus A321-271NX,FRU,0,0,0,1,IST,2021-08-15 21:05:00
2021-08-15,A320,Airbus A320-231,FRU,0,0,0,1,IST,2021-08-15 19:50:00
2021-08-15,74F,,FRU,0,0,0,1,HKG,2021-08-15 17:55:00
2021-08-15,737,,FRU,0,0,0,1,DME,2021-08-15 14:05:00
2021-08-15,737,,FRU,0,0,0,1,DYU,2021-08-15 14:00:00
2021-08-15,A321,Airbus A321-231,FRU,0,0,0,1,ALA,2021-08-15 13:55:00
2021-08-15,RJ85,Avro RJ85,FRU,0,0,0,1,OSS,2021-08-15 13:45:00
2021-08-15,A321,Airbus A321-231,FRU,0,0,0,1,REN,2021-08-15 13:35:00
2021-08-15,320,,FRU,0,0,0,1,ISB,2021-08-15 13:30:00
2021-08-15,A320,Airbus A320-214,FRU,0,0,0,1,SHJ,2021-08-15 11:25:00
2021-08-15,B77L,Boeing 777-FF2,FRU,0,0,0,1,PVG,2021-08-15 11:05:00
2021-08-15,B77L,Boeing 777-FF2,FRU,0,0,0,1,PVG,2021-08-15 11:05:00
2021-08-15,B733,Boeing 737-3L9,FRU,0,0,0,1,OSS,2021-08-15 11:00:00
2021-08-15,B77W,Boeing 777-3M0(ER),FRU,0,0,0,1,SVO,2021-08-15 11:00:00
2021-08-15,RJ85,Avro RJ85,FRU,0,0,0,1,OSS,2021-08-15 10:20:00
2021-08-15,MD83,McDonnell Douglas MD-83,FRU,0,0,0,1,OSS,2021-08-15 09:50:00
2021-08-15,33X,,FRU,0,0,0,1,ISL,2021-08-15 09:00:00
2021-08-15,32S,,FRU,0,0,0,1,DYU,2021-08-17 01:30:00
2021-08-15,773,,FRU,0,0,0,1,SVO,2021-08-17 00:15:00
2021-08-15,32S,,FRU,0,0,0,1,PEE,2021-08-17 01:55:00
2021-08-15,73H,,FRU,0,0,0,1,KUF,2021-08-17 02:35:00
2021-08-15,32S,,FRU,0,0,0,1,NBC,2021-08-17 07:45:00
2021-08-15,32S,,FRU,0,0,0,1,KZN,2021-08-17 12:00:00
2021-08-15,321,,FRU,0,0,0,1,KLF,2021-08-17 12:05:00
2021-08-15,C30J,Lockheed C130J Hercules,KLSV,1,LRF,2021-08-15 19:44:45,0,0,0
2021-08-15,B762,,KROW,1,SFO,2021-08-15 23:02:00,0,0,0
2021-08-15,PC12,Pilatus PC-12/45,KROW,1,FTW,2021-08-15 23:00:28,0,0,0
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,1,DFW,2021-08-15 22:21:00,0,0,0
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,1,DFW,2021-08-15 16:11:00,0,0,0
2021-08-15,PC12,Pilatus PC-12/45,KROW,1,LRU,2021-08-15 11:21:55,0,0,0
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,DFW,2021-08-15 22:51:00
2021-08-15,S22T,Cirrus SR22T,KROW,0,0,0,1,TSM,2021-08-15 17:00:00
2021-08-15,B762,,KROW,0,0,0,1,SFO,2021-08-15 17:00:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,DFW,2021-08-15 16:53:00
2021-08-15,B764,Boeing 767-424(ER),KROW,0,0,0,1,SFO,2021-08-15 14:00:00
2021-08-15,B762,,KROW,0,0,0,1,SFO,2021-08-15 14:00:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,PHX,2021-08-15 13:00:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,DFW,2021-08-15 12:25:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,DFW,2021-08-17 01:14:00
2021-08-15,C208,,KROW,0,0,0,1,LBB,2021-08-17 00:45:00
2021-08-15,C208,,KROW,0,0,0,1,LBB,2021-08-17 01:00:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,DFW,2021-08-17 12:47:00
2021-08-15,CRJ7,Mitsubishi CRJ-701ER,KROW,0,0,0,1,PHX,2021-08-17 15:50:00
