today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time
2021-08-09,B744,Boeing 747-45E(BDSF),PGUA,1,OKO,2021-08-09 15:53:00,0,0,0
2021-08-09,B744,Boeing 747-45E(BDSF),PGUA,0,0,0,1,HNL,2021-08-09 18:20:00
2021-08-09,B77W,,PGUA,0,0,0,1,TCM,2021-08-11 02:46:00
2021-08-09,A21N,Airbus A321-251N,BIKF,1,BER,2021-08-09 23:55:00,0,0,0
2021-08-09,B752,Boeing 757-208,BIKF,1,CDG,2021-08-09 23:55:00,0,0,0
2021-08-09,B752,Boeing 757-23N,BIKF,1,CPH,2021-08-09 23:50:00,0,0,0
2021-08-09,B752,Boeing 757-256,BIKF,1,LHR,2021-08-09 23:40:00,0,0,0
2021-08-09,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-09 23:30:00,0,0,0
2021-08-09,B752,Boeing 757-256,BIKF,1,MXP,2021-08-09 23:30:00,0,0,0
2021-08-09,B753,Boeing 757-3E7,BIKF,1,BLL,2021-08-09 23:30:00,0,0,0
2021-08-09,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-09 22:55:00,0,0,0
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,1,BOS,2021-08-09 20:50:00,0,0,0
2021-08-09,A320,Airbus A320-232,BIKF,1,KTW,2021-08-09 20:05:00,0,0,0
2021-08-09,A21N,Airbus A321-271NX,BIKF,1,FCO,2021-08-09 18:40:00,0,0,0
2021-08-09,B738,Boeing 737-86N,BIKF,1,VRN,2021-08-09 18:40:00,0,0,0
2021-08-09,320,,BIKF,1,WRO,2021-08-09 18:05:00,0,0,0
2021-08-09,A320,Airbus A320-232,BIKF,1,BCN,2021-08-09 16:25:00,0,0,0
2021-08-09,B752,Boeing 757-208,BIKF,1,MUC,2021-08-09 16:00:00,0,0,0
2021-08-09,B752,Boeing 757-256,BIKF,1,ZRH,2021-08-09 15:55:00,0,0,0
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,1,GVA,2021-08-09 15:55:00,0,0,0
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,1,BER,2021-08-09 15:50:00,0,0,0
2021-08-09,B753,Boeing 757-3E7,BIKF,1,CDG,2021-08-09 15:40:00,0,0,0
2021-08-09,B763,Boeing 767-319(ER),BIKF,1,FRA,2021-08-09 15:40:00,0,0,0
2021-08-09,B39M,Boeing 737 MAX 9,BIKF,1,CPH,2021-08-09 15:40:00,0,0,0
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,1,AMS,2021-08-09 15:30:00,0,0,0
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,1,AMS,2021-08-09 15:25:00,0,0,0
2021-08-09,B752,Boeing 757-23N,BIKF,1,CPH,2021-08-09 15:25:00,0,0,0
2021-08-09,B753,Boeing 757-308,BIKF,1,LHR,2021-08-09 15:20:00,0,0,0
2021-08-09,B752,Boeing 757-256,BIKF,1,BRU,2021-08-09 15:15:00,0,0,0
2021-08-09,B763,Boeing 767-319(ER),BIKF,1,ARN,2021-08-09 15:10:00,0,0,0
2021-08-09,B752,Boeing 757-208,BIKF,1,OSL,2021-08-09 14:45:00,0,0,0
2021-08-09,BCS3,Airbus A220-300,BIKF,1,RIX,2021-08-09 14:25:00,0,0,0
2021-08-09,A21N,Airbus A321-251N,BIKF,1,CDG,2021-08-09 14:05:00,0,0,0
2021-08-09,A21N,Airbus A321-251N,BIKF,1,STN,2021-08-09 13:50:00,0,0,0
2021-08-09,B737,Boeing 737-76N,BIKF,1,OSL,2021-08-09 10:30:00,0,0,0
2021-08-09,A20N,Airbus A320-251N,BIKF,1,CPH,2021-08-09 09:45:00,0,0,0
2021-08-09,A20N,Airbus A320-251N,BIKF,1,FAE,2021-08-09 09:35:00,0,0,0
2021-08-09,A21N,Airbus A321-251N,BIKF,1,ALC,2021-08-10 20:30:56,0,0,0
2021-08-09,A21N,Airbus A321-251N,BIKF,1,TFS,2021-08-10 21:09:20,0,0,0
2021-08-09,A21N,Airbus A321-271NX,BIKF,1,WAW,2021-08-10 23:55:44,0,0,0
2021-08-09,32Q,,BIKF,0,0,0,1,TFS,2021-08-10 10:10:00
2021-08-09,32Q,,BIKF,0,0,0,1,ALC,2021-08-10 09:54:00
2021-08-09,A320,Airbus A320-232,BIKF,0,0,0,1,KTW,2021-08-09 20:45:00
2021-08-09,A21N,Airbus A321-271NX,BIKF,0,0,0,1,FCO,2021-08-09 19:20:00
2021-08-09,320,,BIKF,0,0,0,1,WRO,2021-08-09 18:50:00
2021-08-09,B39M,Boeing 737 MAX 9,BIKF,0,0,0,1,MCO,2021-08-09 17:15:00
2021-08-09,B763,Boeing 767-319(ER),BIKF,0,0,0,1,BOS,2021-08-09 17:15:00
2021-08-09,A320,Airbus A320-232,BIKF,0,0,0,1,BCN,2021-08-09 17:10:00
2021-08-09,B752,Boeing 757-208,BIKF,0,0,0,1,SEA,2021-08-09 17:05:00
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,EWR,2021-08-09 17:00:00
2021-08-09,B753,Boeing 757-308,BIKF,0,0,0,1,JFK,2021-08-09 17:00:00
2021-08-09,B752,Boeing 757-256,BIKF,0,0,0,1,DEN,2021-08-09 16:55:00
2021-08-09,B752,Boeing 757-256,BIKF,0,0,0,1,PDX,2021-08-09 16:50:00
2021-08-09,B763,Boeing 767-319(ER),BIKF,0,0,0,1,IAD,2021-08-09 16:50:00
2021-08-09,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,ORD,2021-08-09 16:45:00
2021-08-09,B753,Boeing 757-3E7,BIKF,0,0,0,1,BLL,2021-08-09 16:40:00
2021-08-09,B734,Boeing 737-4B3(SF),BIKF,0,0,0,1,DUB,2021-08-09 16:30:00
2021-08-09,B752,Boeing 757-256,BIKF,0,0,0,1,LHR,2021-08-09 16:10:00
2021-08-09,B752,Boeing 757-23N,BIKF,0,0,0,1,CPH,2021-08-09 16:10:00
2021-08-09,B752,Boeing 757-208,BIKF,0,0,0,1,CDG,2021-08-09 16:00:00
