today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time
2021-07-31,B763,Boeing 767-38E(ER),PGUA,0,0,0,1,DNA,2021-07-31 09:25:00
2021-07-31,B763,Boeing 767-38E(ER),DNA,1,UAM,2021-07-31 13:01:00,0,0,0
2021-07-31,CNJ,,DNA,1,RIL,2021-07-31 10:28:00,0,0,0
2021-07-31,CL35,Bombardier Challenger 350,DNA,0,0,0,1,MDD,2021-07-31 14:15:00
2021-07-31,A320,Airbus A320-232,BIKF,1,RIX,2021-08-01 21:02:56,0,0,0
2021-07-31,B39M,Boeing 737 MAX 9,BIKF,1,CPH,2021-07-31 23:50:00,0,0,0
2021-07-31,A21N,Airbus A321-271NX,BIKF,1,WAW,2021-07-31 23:30:00,0,0,0
2021-07-31,B752,Boeing 757-256,BIKF,1,BCN,2021-07-31 23:30:00,0,0,0
2021-07-31,B38M,Boeing 737 MAX 8,BIKF,1,MXP,2021-07-31 23:30:00,0,0,0
2021-07-31,B38M,Boeing 737 MAX 8,BIKF,1,MAD,2021-07-31 23:20:00,0,0,0
2021-07-31,A21N,Airbus A321-251N,BIKF,1,TFS,2021-07-31 22:40:00,0,0,0
2021-07-31,321,,BIKF,1,LTN,2021-07-31 21:10:00,0,0,0
2021-07-31,B38M,Boeing 737 MAX 8,BIKF,1,BOS,2021-07-31 20:50:00,0,0,0
2021-07-31,A21N,Airbus A321-271NX,BIKF,1,GDN,2021-07-31 20:10:00,0,0,0
2021-07-31,B753,Boeing 757-308,BIKF,1,TFS,2021-07-31 20:10:00,0,0,0
2021-07-31,B738,Boeing 737-8K2,BIKF,1,AMS,2021-07-31 19:00:00,0,0,0
2021-07-31,A21N,Airbus A321-271NX,BIKF,1,MXP,2021-07-31 18:35:00,0,0,0
2021-07-31,A320,Airbus A320-232,BIKF,1,WRO,2021-07-31 18:05:00,0,0,0
2021-07-31,73F,,BIKF,1,YQM,2021-07-31 17:30:00,0,0,0
2021-07-31,A320,Airbus A320-214,BIKF,1,BCN,2021-07-31 16:25:00,0,0,0
2021-07-31,A21N,Airbus A321-271NX,BIKF,1,VIE,2021-07-31 16:00:00,0,0,0
2021-07-31,B752,Boeing 757-256,BIKF,1,MUC,2021-07-31 16:00:00,0,0,0
2021-07-31,B39M,Boeing 737 MAX 9,BIKF,1,ZRH,2021-07-31 15:55:00,0,0,0
2021-07-31,B752,Boeing 757-208,BIKF,1,GVA,2021-07-31 15:55:00,0,0,0
2021-07-31,A320,Airbus A320-232,BIKF,1,BUD,2021-07-31 15:50:00,0,0,0
2021-07-31,B752,Boeing 757-208,BIKF,1,BER,2021-07-31 15:50:00,0,0,0
2021-07-31,A320,Airbus A320-214,BIKF,1,ZRH,2021-07-31 15:45:00,0,0,0
