today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time
2021-08-13,B763,Boeing 767-324(ER),PGUA,1,FAI,2021-08-14 21:52:00,0,0,0
2021-08-13,B763,Boeing 767-375(ER),PGUA,0,0,0,1,EDF,2021-08-13 09:55:00
2021-08-13,74Y,,OAIX,1,DWC,2021-08-13 22:00:00,0,0,0
2021-08-13,74Y,,OAIX,0,0,0,1,GYD,2021-08-13 23:59:00
2021-08-13,B752,Boeing 757-208,BIKF,1,CDG,2021-08-13 23:55:00,0,0,0
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,1,CPH,2021-08-13 23:50:00,0,0,0
2021-08-13,A20N,Airbus A320-271N,BIKF,1,FRA,2021-08-13 23:30:00,0,0,0
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,1,MXP,2021-08-13 23:30:00,0,0,0
2021-08-13,B752,Boeing 757-23N,BIKF,1,BLL,2021-08-13 23:30:00,0,0,0
2021-08-13,A21N,Airbus A321-251N,BIKF,1,CPH,2021-08-13 22:55:00,0,0,0
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,1,BOS,2021-08-13 20:50:00,0,0,0
2021-08-13,None,None,BIKF,1,YYR,2021-08-13 20:32:23,0,0,0
2021-08-13,A321,Airbus A321-231,BIKF,1,KTW,2021-08-13 20:05:00,0,0,0
2021-08-13,A20N,Airbus A320-271N,BIKF,1,FCO,2021-08-13 19:30:00,0,0,0
2021-08-13,737,,BIKF,1,AGP,2021-08-13 18:50:00,0,0,0
2021-08-13,B738,Boeing 737-8K2,BIKF,1,AMS,2021-08-13 18:00:00,0,0,0
2021-08-13,B753,Boeing 757-3E7,BIKF,1,MUC,2021-08-13 16:00:00,0,0,0
2021-08-13,B752,Boeing 757-208,BIKF,1,ZRH,2021-08-13 15:55:00,0,0,0
2021-08-13,B752,Boeing 757-208,BIKF,1,BER,2021-08-13 15:50:00,0,0,0
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,1,HEL,2021-08-13 15:45:00,0,0,0
2021-08-13,B753,Boeing 757-308,BIKF,1,CDG,2021-08-13 15:40:00,0,0,0
2021-08-13,B752,Boeing 757-23N,BIKF,1,FRA,2021-08-13 15:40:00,0,0,0
2021-08-13,B752,Boeing 757-256,BIKF,1,CPH,2021-08-13 15:40:00,0,0,0
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,1,AMS,2021-08-13 15:30:00,0,0,0
2021-08-13,B763,Boeing 767-319(ER),BIKF,1,AMS,2021-08-13 15:25:00,0,0,0
2021-08-13,B39M,Boeing 737 MAX 9,BIKF,1,CPH,2021-08-13 15:25:00,0,0,0
2021-08-13,B763,Boeing 767-319(ER),BIKF,1,LHR,2021-08-13 15:20:00,0,0,0
2021-08-13,B752,Boeing 757-208,BIKF,1,ARN,2021-08-13 15:10:00,0,0,0
2021-08-13,B752,Boeing 757-256,BIKF,1,OSL,2021-08-13 14:45:00,0,0,0
2021-08-13,BCS3,Airbus A220-300,BIKF,1,RIX,2021-08-13 14:25:00,0,0,0
2021-08-13,A21N,Airbus A321-251N,BIKF,1,BER,2021-08-13 14:15:00,0,0,0
2021-08-13,A21N,Airbus A321-251N,BIKF,1,CDG,2021-08-13 14:05:00,0,0,0
2021-08-13,A21N,Airbus A321-251N,BIKF,1,STN,2021-08-13 13:50:00,0,0,0
2021-08-13,A20N,Airbus A320-251N,BIKF,1,FAE,2021-08-13 11:15:00,0,0,0
2021-08-13,A319,Airbus A319-131,BIKF,1,OSL,2021-08-13 10:45:00,0,0,0
2021-08-13,A20N,Airbus A320-251N,BIKF,1,CPH,2021-08-13 09:45:00,0,0,0
2021-08-13,A20N,Airbus A320-251N,BIKF,1,LTN,2021-08-13 08:35:00,0,0,0
2021-08-13,A21N,Airbus A321-251N,BIKF,1,TFS,2021-08-14 22:45:20,0,0,0
2021-08-13,32Q,,BIKF,1,WAW,2021-08-14 23:10:56,0,0,0
2021-08-13,B744,Boeing 747-45E(BDSF),BIKF,1,SZL,2021-08-14 22:56:28,0,0,0
2021-08-13,A21N,Airbus A321-271NX,BIKF,1,MUC,2021-08-14 23:53:36,0,0,0
2021-08-13,32Q,,BIKF,0,0,0,1,ALC,2021-08-14 15:25:00
2021-08-13,32Q,,BIKF,0,0,0,1,TFS,2021-08-14 09:56:00
2021-08-13,A321,Airbus A321-231,BIKF,0,0,0,1,KTW,2021-08-13 20:45:00
2021-08-13,A20N,Airbus A320-271N,BIKF,0,0,0,1,FCO,2021-08-13 20:10:00
2021-08-13,B738,Boeing 737-8K2,BIKF,0,0,0,1,AMS,2021-08-13 18:50:00
2021-08-13,B752,Boeing 757-208,BIKF,0,0,0,1,MCO,2021-08-13 17:15:00
2021-08-13,B763,Boeing 767-319(ER),BIKF,0,0,0,1,BOS,2021-08-13 17:15:00
2021-08-13,B752,Boeing 757-208,BIKF,0,0,0,1,SEA,2021-08-13 17:05:00
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,EWR,2021-08-13 17:00:00
2021-08-13,B763,Boeing 767-319(ER),BIKF,0,0,0,1,JFK,2021-08-13 17:00:00
2021-08-13,B752,Boeing 757-256,BIKF,0,0,0,1,DEN,2021-08-13 16:55:00
2021-08-13,B753,Boeing 757-3E7,BIKF,0,0,0,1,IAD,2021-08-13 16:50:00
2021-08-13,B39M,Boeing 737 MAX 9,BIKF,0,0,0,1,ORD,2021-08-13 16:45:00
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,MSP,2021-08-13 16:45:00
2021-08-13,B752,Boeing 757-23N,BIKF,0,0,0,1,BLL,2021-08-13 16:40:00
2021-08-13,B734,Boeing 737-4B3(SF),BIKF,0,0,0,1,DUB,2021-08-13 16:30:00
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,CPH,2021-08-13 16:10:00
2021-08-13,B752,Boeing 757-208,BIKF,0,0,0,1,CDG,2021-08-13 16:00:00
2021-08-13,B752,Boeing 757-208,BIKF,0,0,0,1,FRA,2021-08-13 15:55:00
2021-08-13,32Q,,BIKF,0,0,0,1,BCN,2021-08-13 15:30:00
2021-08-13,32Q,,BIKF,0,0,0,1,CPH,2021-08-13 15:07:00
2021-08-13,BCS3,Airbus A220-300,BIKF,0,0,0,1,RIX,2021-08-13 15:10:00
2021-08-13,B38M,Boeing 737 MAX 8,BIKF,0,0,0,1,MXP,2021-08-13 14:00:00
2021-08-13,A20N,Airbus A320-251N,BIKF,0,0,0,1,FAE,2021-08-13 12:00:00
2021-08-13,A319,Airbus A319-131,BIKF,0,0,0,1,OSL,2021-08-13 11:25:00
2021-08-13,B752,Boeing 757-224,BIKF,0,0,0,1,EWR,2021-08-13 11:20:00
2021-08-13,B763,Boeing 767-332(ER),BIKF,0,0,0,1,JFK,2021-08-13 11:15:00
2021-08-13,B752,Boeing 757-224,BIKF,0,0,0,1,ORD,2021-08-13 10:30:00
2021-08-13,A20N,Airbus A320-251N,BIKF,0,0,0,1,CPH,2021-08-13 10:30:00
2021-08-13,B752,Boeing 757-26D,BIKF,0,0,0,1,BOS,2021-08-13 10:05:00
2021-08-13,B763,Boeing 767-332(ER),BIKF,0,0,0,1,MSP,2021-08-13 09:30:00
