,today,code,text,afb,is_arrived,from_where_a,a_time,is_departured,where_d,d_time,Unnamed: 0
1556,2021-08-02,73W,,BIKF,1.0,OSL,2021-08-02 10:30:00,0.0,0,0,
1557,2021-08-02,A319,Airbus A319-131,BIKF,1.0,CPH,2021-08-02 09:45:00,0.0,0,0,
1558,2021-08-02,A20N,Airbus A320-251N,BIKF,1.0,FAE,2021-08-02 09:35:00,0.0,0,0,
1559,2021-08-02,A21N,Airbus A321-251N,BIKF,1.0,TFS,2021-08-03 22:41:04,0.0,0,0,
1560,2021-08-02,A21N,Airbus A321-271NX,BIKF,1.0,WAW,2021-08-03 23:28:00,0.0,0,0,
1561,2021-08-02,32Q,,BIKF,0.0,0,0,1.0,TFS,2021-08-03 09:56:00,
1562,2021-08-02,32Q,,BIKF,0.0,0,0,1.0,ALC,2021-08-03 09:52:00,
1563,2021-08-02,A21N,Airbus A321-251N,BIKF,0.0,0,0,1.0,BER,2021-08-03 00:07:00,
1564,2021-08-02,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,KTW,2021-08-02 20:45:00,
1565,2021-08-02,A21N,Airbus A321-271NX,BIKF,0.0,0,0,1.0,FCO,2021-08-02 19:20:00,
1566,2021-08-02,320,,BIKF,0.0,0,0,1.0,WRO,2021-08-02 18:50:00,
1567,2021-08-02,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,MCO,2021-08-02 17:15:00,
1568,2021-08-02,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,BOS,2021-08-02 17:15:00,
1569,2021-08-02,A320,Airbus A320-214,BIKF,0.0,0,0,1.0,BCN,2021-08-02 17:10:00,
1570,2021-08-02,B752,Boeing 757-208,BIKF,0.0,0,0,1.0,SEA,2021-08-02 17:05:00,
1571,2021-08-02,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,EWR,2021-08-02 17:00:00,
1572,2021-08-02,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-02 17:00:00,
1573,2021-08-02,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,DEN,2021-08-02 16:55:00,
1574,2021-08-02,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,IAD,2021-08-02 16:50:00,
1575,2021-08-02,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,PDX,2021-08-02 16:50:00,
1576,2021-08-02,B39M,Boeing 737 MAX 9,BIKF,0.0,0,0,1.0,ORD,2021-08-02 16:45:00,
1577,2021-08-02,B753,Boeing 757-308,BIKF,0.0,0,0,1.0,BLL,2021-08-02 16:40:00,
1578,2021-08-02,B788,Boeing 787-8 Dreamliner,BIKF,0.0,0,0,1.0,TLV,2021-08-02 16:39:00,
1579,2021-08-02,73F,,BIKF,0.0,0,0,1.0,DUB,2021-08-02 16:30:00,
1580,2021-08-02,B752,Boeing 757-208,BIKF,0.0,0,0,1.0,LHR,2021-08-02 16:10:00,
1581,2021-08-02,B753,Boeing 757-3E7,BIKF,0.0,0,0,1.0,CPH,2021-08-02 16:10:00,
1582,2021-08-02,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,CDG,2021-08-02 16:00:00,
1583,2021-08-02,32Q,,BIKF,0.0,0,0,1.0,CPH,2021-08-02 15:11:00,
1584,2021-08-02,32Q,,BIKF,0.0,0,0,1.0,BER,2021-08-02 15:15:00,
1585,2021-08-02,32Q,,BIKF,0.0,0,0,1.0,BCN,2021-08-02 15:12:00,
1586,2021-08-02,BCS3,Airbus A220-300,BIKF,0.0,0,0,1.0,RIX,2021-08-02 15:10:00,
1587,2021-08-02,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,MXP,2021-08-02 14:00:00,
1588,2021-08-02,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,EWR,2021-08-02 11:20:00,
1589,2021-08-02,73W,,BIKF,0.0,0,0,1.0,OSL,2021-08-02 11:10:00,
1590,2021-08-02,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-02 10:50:00,
1591,2021-08-02,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-02 10:30:00,
1592,2021-08-02,A319,Airbus A319-131,BIKF,0.0,0,0,1.0,CPH,2021-08-02 10:30:00,
1593,2021-08-02,A20N,Airbus A320-251N,BIKF,0.0,0,0,1.0,FAE,2021-08-02 10:20:00,
1594,2021-08-02,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,BOS,2021-08-02 10:15:00,
1595,2021-08-02,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,MSP,2021-08-02 09:30:00,
1596,2021-08-02,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,BOS,2021-08-02 09:20:00,
1597,2021-08-02,A20N,Airbus A320-251N,BIKF,0.0,0,0,1.0,LTN,2021-08-02 08:45:00,
1598,2021-08-02,B738,Boeing 737-8K2,BIKF,0.0,0,0,1.0,AMS,2021-08-02 08:45:00,
1599,2021-08-02,320,,BIKF,0.0,0,0,1.0,GDN,2021-08-03 21:20:00,
1600,2021-08-02,H25B,Hawker 800XP,BIKF,0.0,0,0,1.0,NCE,2021-08-04 06:30:00,
1601,2021-08-02,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,MSP,2021-08-04 09:40:00,
1602,2021-08-02,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,BOS,2021-08-04 10:25:00,
1603,2021-08-02,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-04 10:49:00,
1604,2021-08-02,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-04 11:00:00,
1605,2021-08-02,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,EWR,2021-08-04 11:39:00,
1606,2021-08-02,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-04 13:19:00,
1607,2021-08-02,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,MSP,2021-08-04 16:55:00,
1608,2021-08-02,B39M,Boeing 737 MAX 9,BIKF,0.0,0,0,1.0,ORD,2021-08-04 16:55:00,
1609,2021-08-02,B753,Boeing 757-3E7,BIKF,0.0,0,0,1.0,IAD,2021-08-04 17:00:00,
1610,2021-08-02,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,DEN,2021-08-04 17:05:00,
1611,2021-08-02,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,EWR,2021-08-04 17:10:00,
1612,2021-08-02,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-04 17:10:00,
1613,2021-08-02,B752,Boeing 757-208,BIKF,0.0,0,0,1.0,SEA,2021-08-04 17:15:00,
1614,2021-08-02,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,BOS,2021-08-04 17:25:00,
1615,2021-08-02,B738,Boeing 737-82R,KUV,0.0,0,0,1.0,CJU,2021-08-02 09:00:00,
1616,2021-08-02,738,,KUV,0.0,0,0,1.0,CJU,2021-08-04 01:10:00,
1617,2021-08-02,737,,KUV,0.0,0,0,1.0,CJU,2021-08-04 02:10:00,
1618,2021-08-02,738,,KUV,0.0,0,0,1.0,CJU,2021-08-04 08:00:00,
1619,2021-08-02,B738,Boeing 737-83N,FRU,1.0,KZN,2021-08-03 21:35:43,0.0,0,0,
1620,2021-08-02,A321,Airbus A321-211,FRU,1.0,GOJ,2021-08-03 20:52:16,0.0,0,0,
1621,2021-08-02,B738,Boeing 737-8ME,FRU,1.0,KUF,2021-08-02 23:25:00,0.0,0,0,
1622,2021-08-02,B738,Boeing 737-83N,FRU,1.0,GOJ,2021-08-02 23:10:00,0.0,0,0,
1623,2021-08-02,B738,Boeing 737-8ME,FRU,1.0,TJM,2021-08-02 23:00:00,0.0,0,0,
1624,2021-08-02,B738,Boeing 737-8KN,FRU,1.0,DXB,2021-08-02 22:40:00,0.0,0,0,
1625,2021-08-02,A320,Airbus A320-214,FRU,1.0,PEE,2021-08-02 22:35:00,0.0,0,0,
1626,2021-08-02,B77W,Boeing 777-3M0(ER),FRU,1.0,SVO,2021-08-02 22:35:00,0.0,0,0,
1627,2021-08-02,A320,Airbus A320-214,FRU,1.0,SVX,2021-08-02 22:20:00,0.0,0,0,
1628,2021-08-02,B738,Boeing 737-82R,FRU,1.0,SAW,2021-08-02 22:10:00,0.0,0,0,
1629,2021-08-02,7M8,,FRU,1.0,DME,2021-08-02 21:45:00,0.0,0,0,
1630,2021-08-02,32S,,FRU,1.0,SVX,2021-08-02 21:40:00,0.0,0,0,
1631,2021-08-02,321,,FRU,1.0,DME,2021-08-02 21:35:00,0.0,0,0,
1632,2021-08-02,737,,FRU,1.0,DME,2021-08-02 21:30:00,0.0,0,0,
1633,2021-08-02,73F,,FRU,1.0,SJW,2021-08-02 21:25:00,0.0,0,0,
1634,2021-08-02,737,,FRU,1.0,KZN,2021-08-02 21:25:00,0.0,0,0,
1635,2021-08-02,A21N,Airbus A321-271NX,FRU,1.0,IST,2021-08-02 21:05:00,0.0,0,0,
1636,2021-08-02,B733,Boeing 737-3L9,FRU,1.0,OSS,2021-08-02 13:20:00,0.0,0,0,
1637,2021-08-02,RJ85,Avro RJ85,FRU,1.0,OSS,2021-08-02 13:00:00,0.0,0,0,
1638,2021-08-02,A321,Airbus A321-231,FRU,1.0,ALA,2021-08-02 12:35:00,0.0,0,0,
1639,2021-08-02,RJ85,Avro RJ85,FRU,1.0,OSS,2021-08-02 12:05:00,0.0,0,0,
1640,2021-08-02,A320,Airbus A320-214,FRU,1.0,TAS,2021-08-02 12:00:00,0.0,0,0,
1641,2021-08-02,B738,Boeing 737-8Q8,FRU,1.0,OVB,2021-08-02 11:10:00,0.0,0,0,
1642,2021-08-02,B77L,Boeing 777-FF2,FRU,1.0,ISL,2021-08-02 10:50:00,0.0,0,0,
1643,2021-08-02,B738,Boeing 737-83N,FRU,1.0,KEJ,2021-08-02 10:35:00,0.0,0,0,
1644,2021-08-02,737,,FRU,1.0,OVB,2021-08-02 09:40:00,0.0,0,0,
1645,2021-08-02,A21N,Airbus A321-251NX,FRU,1.0,SVO,2021-08-02 09:15:00,0.0,0,0,
1646,2021-08-02,73F,,FRU,1.0,SJW,2021-08-02 08:55:00,0.0,0,0,
1647,2021-08-02,A21N,Airbus A321-251NX,FRU,1.0,DME,2021-08-03 22:24:00,0.0,0,0,
1648,2021-08-02,A20N,Airbus A320-251N,FRU,1.0,AYT,2021-08-03 20:56:32,0.0,0,0,
1649,2021-08-02,B738,Boeing 737-82R,FRU,1.0,SAW,2021-08-03 21:45:36,0.0,0,0,
1650,2021-08-02,B738,Boeing 737-8KN,FRU,1.0,DXB,2021-08-03 22:34:40,0.0,0,0,
1651,2021-08-02,A321,Airbus A321-211,FRU,1.0,SVO,2021-08-03 22:36:48,0.0,0,0,
1652,2021-08-02,A320,Airbus A320-214,FRU,1.0,KWI,2021-08-03 23:28:00,0.0,0,0,
1653,2021-08-02,B738,Boeing 737-82R,FRU,1.0,SAW,2021-08-04 00:36:16,0.0,0,0,
1654,2021-08-02,B77L,Boeing 777-F,FRU,1.0,PVG,2021-08-04 07:25:52,0.0,0,0,
1655,2021-08-02,A20N,Airbus A320-271N,FRU,0.0,0,0,1.0,KJA,2021-08-03 20:45:00,
1656,2021-08-02,A320,Airbus A320-214,FRU,0.0,0,0,1.0,DYU,2021-08-02 23:50:00,
1657,2021-08-02,B738,Boeing 737-8KN,FRU,0.0,0,0,1.0,DXB,2021-08-02 23:50:00,
1658,2021-08-02,B738,Boeing 737-82R,FRU,0.0,0,0,1.0,SAW,2021-08-02 23:30:00,
1659,2021-08-02,A320,Airbus A320-214,FRU,0.0,0,0,1.0,TJU,2021-08-02 23:15:00,
1660,2021-08-02,7M8,,FRU,0.0,0,0,1.0,DME,2021-08-02 22:55:00,
1661,2021-08-02,321,,FRU,0.0,0,0,1.0,DME,2021-08-02 22:45:00,
1662,2021-08-02,32S,,FRU,0.0,0,0,1.0,SVX,2021-08-02 22:20:00,
1663,2021-08-02,A21N,Airbus A321-271NX,FRU,0.0,0,0,1.0,IST,2021-08-02 22:10:00,
1664,2021-08-02,A321,Airbus A321-231,FRU,0.0,0,0,1.0,ALA,2021-08-02 13:35:00,
1665,2021-08-02,A320,Airbus A320-214,FRU,0.0,0,0,1.0,TAS,2021-08-02 13:30:00,
1666,2021-08-02,737,,FRU,0.0,0,0,1.0,LED,2021-08-02 13:20:00,
1667,2021-08-02,B738,Boeing 737-83N,FRU,0.0,0,0,1.0,GOJ,2021-08-02 13:10:00,
1668,2021-08-02,737,,FRU,0.0,0,0,1.0,KZN,2021-08-02 13:00:00,
1669,2021-08-02,B77L,Boeing 777-FF2,FRU,0.0,0,0,1.0,CAN,2021-08-02 12:20:00,
1670,2021-08-02,737,,FRU,0.0,0,0,1.0,DME,2021-08-02 11:40:00,
1671,2021-08-02,B733,Boeing 737-3L9,FRU,0.0,0,0,1.0,OSS,2021-08-02 11:00:00,
1672,2021-08-02,74F,,FRU,0.0,0,0,1.0,ISL,2021-08-02 10:55:00,
1673,2021-08-02,A21N,Airbus A321-251NX,FRU,0.0,0,0,1.0,SVO,2021-08-02 10:25:00,
1674,2021-08-02,RJ85,Avro RJ85,FRU,0.0,0,0,1.0,OSS,2021-08-02 10:20:00,
1675,2021-08-02,RJ85,Avro RJ85,FRU,0.0,0,0,1.0,OSS,2021-08-02 09:50:00,
1676,2021-08-02,32S,,FRU,0.0,0,0,1.0,AER,2021-08-02 09:05:00,
1677,2021-08-02,A320,Airbus A320-232,FRU,0.0,0,0,1.0,HSA,2021-08-02 09:00:00,
1678,2021-08-02,A21N,Airbus A321-271NX,FRU,0.0,0,0,1.0,IST,2021-08-03 21:10:00,
1679,2021-08-02,32Q,,FRU,0.0,0,0,1.0,DME,2021-08-03 23:30:00,
1680,2021-08-02,320,,FRU,0.0,0,0,1.0,AYT,2021-08-03 22:20:00,
1681,2021-08-02,738,,FRU,0.0,0,0,1.0,SAW,2021-08-03 23:30:00,
1682,2021-08-02,321,,FRU,0.0,0,0,1.0,SVO,2021-08-04 00:05:00,
1683,2021-08-02,738,,FRU,0.0,0,0,1.0,SAW,2021-08-04 02:20:00,
1684,2021-08-02,C17,Boeing C-17A Globemaster III,KLSV,1.0,PDX,2021-08-02 21:08:09,0.0,0,0,
1685,2021-08-02,F16,,KLSV,1.0,PDX,2021-08-02 19:51:04,0.0,0,0,
1686,2021-08-02,C17,Boeing C-17A Globemaster III,KLSV,0.0,0,0,1.0,SUU,2021-08-02 23:35:00,
1687,2021-08-02,B744,Boeing 747-446,RMS,1.0,BWI,2021-08-02 09:41:00,0.0,0,0,
1688,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,1.0,DFW,2021-08-02 22:21:00,0.0,0,0,
1689,2021-08-02,PC12,Pilatus PC-12/45,KROW,1.0,ELP,2021-08-02 21:28:43,0.0,0,0,
1690,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,1.0,DFW,2021-08-02 16:11:00,0.0,0,0,
1691,2021-08-02,C525,Cessna 525 CitationJet CJ1+,KROW,0.0,0,0,1.0,ELP,2021-08-03 17:51:00,
1692,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-02 22:51:00,
1693,2021-08-02,M20P,Mooney M20F,KROW,0.0,0,0,1.0,HSH,2021-08-02 17:20:00,
1694,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-02 16:53:00,
1695,2021-08-02,PC12,Pilatus PC-12/45,KROW,0.0,0,0,1.0,HOB,2021-08-02 13:40:00,
1696,2021-08-02,B738,Boeing 737-8V3,KROW,0.0,0,0,1.0,MIA,2021-08-02 13:30:00,
1697,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,PHX,2021-08-02 13:00:00,
1698,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-02 12:25:00,
1699,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-03 23:07:00,
1700,2021-08-02,C208,,KROW,0.0,0,0,1.0,LBB,2021-08-04 00:45:00,
1701,2021-08-02,C208,,KROW,0.0,0,0,1.0,LBB,2021-08-04 01:00:00,
1702,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-04 12:37:00,
1703,2021-08-02,CRJ7,Mitsubishi CRJ-700ER,KROW,0.0,0,0,1.0,PHX,2021-08-04 13:12:00,
1704,2021-08-02,CRJ7,Mitsubishi CRJ-701ER,KROW,0.0,0,0,1.0,DFW,2021-08-04 17:09:00,
1705,2021-08-02,CR7,,KROW,0.0,0,0,1.0,DFW,2021-08-04 22:51:00,
1706,2021-08-02,DH8B,De Havilland Canada Dash 8-200,BGTL,1.0,SFJ,2021-08-02 16:10:40,0.0,0,0,
1707,2021-08-02,DH8B,De Havilland Canada Dash 8-200,BGTL,0.0,0,0,1.0,SFJ,2021-08-02 17:20:00,
1708,2021-08-02,DC6,,PAED,1.0,ANC,2021-08-02 21:28:04,0.0,0,0,
1709,2021-08-02,GLF4,Gulfstream IV,PAED,1.0,ANC,2021-08-02 18:09:00,0.0,0,0,
1710,2021-08-02,DC6,,PAED,1.0,ANC,2021-08-02 14:44:24,0.0,0,0,
1711,2021-08-02,GLF4,,PAED,0.0,0,0,1.0,SYA,2021-08-03 19:30:00,
1712,2021-08-02,GLF4,Gulfstream IV,PAED,0.0,0,0,1.0,SYA,2021-08-02 19:15:00,
1713,2021-08-02,DC6,,PAED,0.0,0,0,1.0,ANC,2021-08-03 01:32:00,
1714,2021-08-02,GLF4,,PAED,0.0,0,0,1.0,ANC,2021-08-04 02:10:00,
1715,2021-08-02,GLF4,,PAED,0.0,0,0,1.0,ANC,2021-08-04 02:30:00,
1716,2021-08-02,DC6,,PAED,0.0,0,0,1.0,ANC,2021-08-04 04:41:00,
1717,2021-08-03,B744,Boeing 747-412(BCF),DNA,1.0,ANC,2021-08-05 02:54:46,0.0,0,0,
1718,2021-08-03,SF34,Saab 340B,BIKF,1.0,YYR,2021-08-04 14:50:58,0.0,0,0,
1719,2021-08-03,B752,Boeing 757-208,BIKF,1.0,CPH,2021-08-03 23:50:00,0.0,0,0,
1720,2021-08-03,A21N,Airbus A321-271NX,BIKF,1.0,WAW,2021-08-03 23:20:00,0.0,0,0,
1721,2021-08-03,A21N,Airbus A321-251N,BIKF,1.0,TFS,2021-08-03 22:40:00,0.0,0,0,
1722,2021-08-03,321,,BIKF,1.0,LTN,2021-08-03 21:10:00,0.0,0,0,
1723,2021-08-03,A21N,Airbus A321-251N,BIKF,1.0,ALC,2021-08-03 20:45:00,0.0,0,0,
1724,2021-08-03,737,,BIKF,1.0,AGP,2021-08-03 18:50:00,0.0,0,0,
1725,2021-08-03,A21N,Airbus A321-271NX,BIKF,1.0,MXP,2021-08-03 18:35:00,0.0,0,0,
1726,2021-08-03,A320,Airbus A320-232,BIKF,1.0,WRO,2021-08-03 18:05:00,0.0,0,0,
1727,2021-08-03,A21N,Airbus A321-271NX,BIKF,1.0,VIE,2021-08-03 17:10:00,0.0,0,0,
1728,2021-08-03,B753,Boeing 757-3E7,BIKF,1.0,MUC,2021-08-03 16:00:00,0.0,0,0,
1729,2021-08-03,B752,Boeing 757-208,BIKF,1.0,ZRH,2021-08-03 15:55:00,0.0,0,0,
1730,2021-08-03,B39M,Boeing 737 MAX 9,BIKF,1.0,BER,2021-08-03 15:50:00,0.0,0,0,
1731,2021-08-03,A320,Airbus A320-232,BIKF,1.0,BUD,2021-08-03 15:45:00,0.0,0,0,
1732,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,1.0,HEL,2021-08-03 15:45:00,0.0,0,0,
1733,2021-08-03,B752,Boeing 757-256,BIKF,1.0,CDG,2021-08-03 15:40:00,0.0,0,0,
1734,2021-08-03,B752,Boeing 757-256,BIKF,1.0,CDG,2021-08-03 15:40:00,0.0,0,0,
1735,2021-08-03,B763,Boeing 767-319(ER),BIKF,1.0,FRA,2021-08-03 15:40:00,0.0,0,0,
1736,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,1.0,CPH,2021-08-03 15:40:00,0.0,0,0,
1737,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,1.0,AMS,2021-08-03 15:30:00,0.0,0,0,
1738,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,1.0,HAM,2021-08-03 15:25:00,0.0,0,0,
1739,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,1.0,AMS,2021-08-03 15:25:00,0.0,0,0,
1740,2021-08-03,B753,Boeing 757-308,BIKF,1.0,CPH,2021-08-03 15:25:00,0.0,0,0,
1741,2021-08-03,B763,Boeing 767-319(ER),BIKF,1.0,LHR,2021-08-03 15:20:00,0.0,0,0,
1742,2021-08-03,A320,Airbus A320-232,BIKF,1.0,DTM,2021-08-03 15:10:00,0.0,0,0,
1743,2021-08-03,B752,Boeing 757-208,BIKF,1.0,ARN,2021-08-03 15:10:00,0.0,0,0,
1744,2021-08-03,A320,Airbus A320-214,BIKF,1.0,VIE,2021-08-03 14:45:00,0.0,0,0,
1745,2021-08-03,A20N,Airbus A320-271N,BIKF,1.0,FRA,2021-08-03 12:10:00,0.0,0,0,
1746,2021-08-03,B737,Boeing 737-783,BIKF,1.0,OSL,2021-08-03 10:45:00,0.0,0,0,
1747,2021-08-03,A21N,Airbus A321-251NX,BIKF,1.0,LHR,2021-08-03 09:55:00,0.0,0,0,
1748,2021-08-03,A20N,Airbus A320-251N,BIKF,1.0,CPH,2021-08-03 09:45:00,0.0,0,0,
1749,2021-08-03,A21N,Airbus A321-251N,BIKF,1.0,BER,2021-08-03 08:55:00,0.0,0,0,
1750,2021-08-03,A21N,Airbus A321-271NX,BIKF,1.0,WAW,2021-08-04 23:25:52,0.0,0,0,
1751,2021-08-03,B752,Boeing 757-208,BIKF,1.0,MXP,2021-08-04 23:19:28,0.0,0,0,
1752,2021-08-03,A20N,Airbus A320-271N,BIKF,1.0,FRA,2021-08-04 23:17:20,0.0,0,0,
1753,2021-08-03,320,,BIKF,0.0,0,0,1.0,KTW,2021-08-04 20:30:00,
1754,2021-08-03,321,,BIKF,0.0,0,0,1.0,LTN,2021-08-03 21:55:00,
1755,2021-08-03,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,GDN,2021-08-03 20:50:00,
1756,2021-08-03,A21N,Airbus A321-271NX,BIKF,0.0,0,0,1.0,MXP,2021-08-03 19:20:00,
1757,2021-08-03,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,WRO,2021-08-03 18:50:00,
1758,2021-08-03,75W,,BIKF,0.0,0,0,1.0,SEA,2021-08-03 17:50:00,
1759,2021-08-03,A21N,Airbus A321-271NX,BIKF,0.0,0,0,1.0,VIE,2021-08-03 17:50:00,
1760,2021-08-03,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,BOS,2021-08-03 17:15:00,
1761,2021-08-03,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,SEA,2021-08-03 17:05:00,
1762,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,EWR,2021-08-03 17:00:00,
1763,2021-08-03,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-03 17:00:00,
1764,2021-08-03,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,DEN,2021-08-03 16:55:00,
1765,2021-08-03,B752,Boeing 757-23N,BIKF,0.0,0,0,1.0,PDX,2021-08-03 16:50:00,
1766,2021-08-03,B753,Boeing 757-308,BIKF,0.0,0,0,1.0,IAD,2021-08-03 16:50:00,
1767,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,ORD,2021-08-03 16:45:00,
1768,2021-08-03,B734,Boeing 737-4B3(SF),BIKF,0.0,0,0,1.0,DUB,2021-08-03 16:30:00,
1769,2021-08-03,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,BUD,2021-08-03 16:25:00,
1770,2021-08-03,B752,Boeing 757-208,BIKF,0.0,0,0,1.0,CPH,2021-08-03 16:10:00,
1771,2021-08-03,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,DTM,2021-08-03 15:50:00,
1772,2021-08-03,A320,Airbus A320-214,BIKF,0.0,0,0,1.0,VIE,2021-08-03 15:35:00,
1773,2021-08-03,A20N,Airbus A320-271N,BIKF,0.0,0,0,1.0,FRA,2021-08-03 13:35:00,
1774,2021-08-03,B737,Boeing 737-783,BIKF,0.0,0,0,1.0,OSL,2021-08-03 11:25:00,
1775,2021-08-03,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,EWR,2021-08-03 11:20:00,
1776,2021-08-03,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-03 10:50:00,
1777,2021-08-03,A21N,Airbus A321-251NX,BIKF,0.0,0,0,1.0,LHR,2021-08-03 10:45:00,
1778,2021-08-03,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-03 10:30:00,
1779,2021-08-03,A20N,Airbus A320-251N,BIKF,0.0,0,0,1.0,CPH,2021-08-03 10:30:00,
1780,2021-08-03,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,BOS,2021-08-03 10:15:00,
1781,2021-08-03,32Q,,BIKF,0.0,0,0,1.0,TFS,2021-08-03 09:56:00,
1782,2021-08-03,32Q,,BIKF,0.0,0,0,1.0,ALC,2021-08-03 09:52:00,
1783,2021-08-03,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-03 09:30:00,
1784,2021-08-03,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,MSP,2021-08-03 09:30:00,
1785,2021-08-03,A319,Airbus A319-112,BIKF,0.0,0,0,1.0,PRG,2021-08-05 02:00:00,
1786,2021-08-03,320,,BIKF,0.0,0,0,1.0,LTN,2021-08-05 08:45:00,
1787,2021-08-03,320,,BIKF,0.0,0,0,1.0,MAN,2021-08-05 09:00:00,
1788,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,BOS,2021-08-05 09:30:00,
1789,2021-08-03,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,MSP,2021-08-05 09:40:00,
1790,2021-08-03,B752,Boeing 757-26D,BIKF,0.0,0,0,1.0,BOS,2021-08-05 10:15:00,
1791,2021-08-03,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,ORD,2021-08-05 10:49:00,
1792,2021-08-03,A320,Airbus A320-232,BIKF,0.0,0,0,1.0,LHR,2021-08-05 10:40:00,
1793,2021-08-03,B763,Boeing 767-332(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-05 11:15:00,
1794,2021-08-03,B752,Boeing 757-224,BIKF,0.0,0,0,1.0,EWR,2021-08-05 11:39:00,
1795,2021-08-03,320,,BIKF,0.0,0,0,1.0,EDI,2021-08-05 15:05:00,
1796,2021-08-03,B39M,Boeing 737 MAX 9,BIKF,0.0,0,0,1.0,MSP,2021-08-05 16:55:00,
1797,2021-08-03,B38M,Boeing 737 MAX 8,BIKF,0.0,0,0,1.0,ORD,2021-08-05 16:55:00,
1798,2021-08-03,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,IAD,2021-08-05 17:00:00,
1799,2021-08-03,B752,Boeing 757-208,BIKF,0.0,0,0,1.0,PDX,2021-08-05 17:00:00,
1800,2021-08-03,B752,Boeing 757-256,BIKF,0.0,0,0,1.0,DEN,2021-08-05 17:05:00,
1801,2021-08-03,B763,Boeing 767-319(ER),BIKF,0.0,0,0,1.0,JFK,2021-08-05 17:10:00,
